文本内容,识别结果,风险原因
27898,拒绝,政府:政治
27899,拒绝,领导干部:政治;领导干部:政治;政治:政治;领导干部:政治;领导干部:政治;政治:政治;政治信仰:政治;领导干部:政治;社会主义:政治;领导干部:政治;政治:政治
27900,拒绝,领导干部:政治;领导干部:政治;领导干部:政治;政治体制:政治;领导干部:政治;政府:政治;中国共产党:政治;政治:政治;领导干部:政治;领导干部:政治;领导干部:政治;高干:政治
27901,通过,NA
27902,拒绝,政府:政治;政府:政治;政府:政治;交警:暴恐违禁;政府:政治
27903,通过,NA
27904,拒绝,政府:政治;财政部:政治
27905,通过,NA
27906,拒绝,中国共产党:政治;共产主义:政治;中国共产党:政治;中国共产党:政治;中国共产党:政治;中国特色:政治;社会主义:政治;中国共产党:政治;中国共产党:政治;中国特色:政治;社会主义:政治
27907,拒绝,中国共产党:政治;中国共产党:政治;中国共产党:政治;中国共产党:政治;中国共产党:政治;中国特色:政治;社会主义:政治;共产主义:政治;中国共产党:政治;中国共产党:政治;中国特色:政治;社会主义:政治
27908,通过,NA
27909,通过,NA
27910,通过,NA
27911,拒绝,政治:政治
27912,通过,NA
27913,拒绝,政府:政治
27914,通过,NA
27915,拒绝,政治:政治;政治:政治
27916,拒绝,政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;中国特色:政治;社会主义:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治
27917,拒绝,法论:政治
27918,拒绝,十八大:政治;习近平:政治;总书记:政治;总书记:政治;总书记:政治
27919,拒绝,国家知识产权局:政治
27920,拒绝,政府:政治;人权:政治
27921,拒绝,政府:政治
27922,拒绝,公安部:政治
27923,通过,NA
27924,通过,NA
27925,通过,NA
27926,通过,NA
27927,拒绝,重大事件:政治
27928,拒绝,地下教会:政治
27929,通过,NA
27930,通过,NA
27931,拒绝,政府:政治;政府:政治
27932,拒绝,政府:政治
27933,拒绝,政府:政治
27934,拒绝,政府:政治;香港赛马会:违规广告
27935,通过,NA
27936,拒绝,毒品:暴恐违禁
27937,通过,NA
27938,拒绝,国务院:政治
27939,拒绝,中华人民共和国国务院:政治;中国政府:政治;全国人大:政治;国务院:政治;财政部:政治;法制办:政治;政府:政治;政府:政治
27940,通过,NA
27941,拒绝,政治:政治;政治:政治
27942,拒绝,使用暴力:政治
27943,通过,NA
27944,通过,NA
27945,拒绝,党员:政治;党员:政治;新党员:政治;党员:政治;党员:政治;党员:政治
27946,通过,NA
27947,拒绝,香港政府:政治;政治:政治
27948,通过,NA
27949,拒绝,公务员:政治;公务员:政治;政府:政治;公安机关:政治;法院:政治;公务员:政治
27950,拒绝,党员干部:政治;党员干部:政治
27951,通过,NA
27952,拒绝,政治:政治;真相:政治
27953,拒绝,穆斯林:政治;达赖喇嘛:政治;达赖喇嘛:政治;黄色:色情
27954,拒绝,政府:政治
27955,通过,NA
27956,拒绝,市政府:政治;法论:政治
27957,通过,NA
27958,拒绝,政治:政治;流亡:政治;社会主义:政治;政治:政治;政治:政治;共产主义:政治
27959,通过,NA
27960,拒绝,艾滋病:色情;艾滋病:色情;艾滋病:色情;中出:色情
27961,通过,NA
27962,拒绝,性:色情
27963,拒绝,政治:政治;政治:政治
27964,拒绝,二十大:政治;中国特色:政治;社会主义:政治;社会主义:政治;中国特色:政治;社会主义:政治;中国特色:政治;社会主义:政治;中国特色:政治;社会主义:政治;中国特色:政治;社会主义:政治;社会主义:政治;社会主义:政治;社会主义:政治;二十大:政治;中国特色:政治;社会主义:政治;社会主义:政治;习党:政治;习党:政治
27965,拒绝,市政府:政治
27966,通过,NA
27967,通过,NA
27968,通过,NA
27969,拒绝,春药:色情
27970,拒绝,政治:政治;公务员:政治;公务员:政治;政治:政治;公务员:政治;公务员:政治;社会主义:政治;政治:政治;政治:政治;公务员:政治;政治:政治;政治:政治;政治:政治;公务员:政治;毛泽东思想:政治;邓小平理论:政治;中国特色:政治;社会主义:政治;政治:政治;公务员:政治;政治:政治;公务员:政治;公务员:政治;社会主义:政治;政治信仰:政治;公务员:政治;习党:政治
27971,通过,NA
27972,拒绝,政治:政治;政治:政治;党员队伍:政治;党员:政治;党员队伍:政治;习思想:政治
27973,通过,NA
27974,拒绝,党员干部:政治;党员干部:政治;党员干部:政治;党和政府:政治;党员干部:政治;党员干部:政治;权钱交易:政治;党员干部:政治;政治素质:政治
27975,拒绝,党员:政治
27976,通过,NA
27977,拒绝,书记:政治;高潮:色情
27978,拒绝,政府:政治;政府:政治
27979,拒绝,政治:政治
27980,拒绝,政府:政治;中国政府:政治;素人:色情
27981,拒绝,政府:政治;政府:政治;政府:政治;省政府:政治
27982,通过,NA
27983,通过,NA
27984,拒绝,维权:政治;舆论:政治
27985,拒绝,统计局:政治;统计局:政治;统计局:政治;政府:政治;广州市政府:政治;广州市政府:政治;国家统计局:政治;广州市政府:政治;政府:政治;广州市政府:政治;政府:政治
27986,通过,NA
27987,拒绝,贪污:政治;腐败:政治
27988,拒绝,法院:政治
27989,拒绝,政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治
27990,拒绝,政府:政治;政府:政治
27991,通过,NA
27992,拒绝,中出:色情;中出:色情
27993,拒绝,中华人民共和国政府:政治
27994,拒绝,地方政府:政治;地方政府:政治;政府:政治
27995,通过,NA
27996,拒绝,舆论:政治;民意:政治;民联:政治
27997,通过,NA
27998,拒绝,党员:政治;人大代表:政治
27999,通过,NA
28000,拒绝,政府:政治
28001,通过,NA
28002,通过,NA
28003,拒绝,法院:政治;法院:政治
28004,拒绝,政府:政治;政府:政治;政府:政治;政府:政治;学联:政治
28005,拒绝,政府:政治;政府:政治;太阳城:违规广告;政府:政治
28006,拒绝,公安:政治;政府:政治;政府:政治;政府:政治;政府:政治
28007,拒绝,性生活:色情;性行为:色情;性生活:色情;性生活:色情;性生活:色情;性生活:色情;性:色情;性生活:色情;性生活:色情
28008,拒绝,政治:政治
28009,通过,NA
28010,拒绝,公安机关:政治;政府:政治
28011,拒绝,北京市统计局:政治;北京市统计局:政治;政府:政治;政府:政治;政府:政治;政府:政治;北京市政府:政治;政府:政治;领导人:政治
28012,拒绝,政府:政治
28013,通过,NA
28014,拒绝,习近平:政治;总书记:政治
28015,通过,NA
28016,拒绝,公安局:政治;公安局:政治;公安局:政治
28017,通过,NA
28018,通过,NA
28019,拒绝,下注:暴恐违禁;下注:暴恐违禁;下注:暴恐违禁;下注:暴恐违禁;下注:暴恐违禁;下注:暴恐违禁;下注:暴恐违禁;下注:暴恐违禁;下注:暴恐违禁;下注:暴恐违禁;下注:暴恐违禁
28020,通过,NA
28021,拒绝,政治:政治;政治:政治;政治:政治;民族矛盾:政治
28022,拒绝,政府:政治
28023,拒绝,香港特别行政区政府:政治;香港特别行政区政府:政治
28024,拒绝,性生活:色情
28025,拒绝,政治:政治
28026,通过,NA
28027,拒绝,中国共产党:政治
28028,拒绝,国务院:政治
28029,拒绝,党员:政治;政治:政治;党员干部:政治;十九大:政治;政治:政治;党员:政治;政治素质:政治;党员:政治;党员:政治;党员:政治;中国共产党:政治;党员:政治;党员:政治;性:色情;党员:政治;党员:政治;性:色情;习党:政治;高干:政治
28030,通过,NA
28031,通过,NA
28032,拒绝,党员:政治;性:色情;党员:政治;政治:政治;政治:政治;政治:政治;党员:政治;党员:政治;政治:政治;党员:政治;政治:政治;政治:政治;政治:政治;党员:政治;政治:政治;政治:政治;党员:政治;党员:政治;党员:政治
28033,拒绝,政治:政治
28034,拒绝,国务院:政治;财政部:政治;中共中央:政治;国务院:政治
28035,通过,NA
28036,通过,NA
28037,拒绝,政府:政治
28038,拒绝,政协:政治;副主席:政治
28039,通过,NA
28040,拒绝,政治:政治
28041,拒绝,政治:政治
28042,拒绝,性:色情
28043,拒绝,政治:政治;政治:政治;政治:政治
28044,通过,NA
28045,通过,NA
28046,拒绝,政治:政治;政治:政治;社会主义:政治;社会主义:政治;政治觉悟:政治;政治:政治;政治:政治
28047,通过,NA
28048,拒绝,政府:政治;政府:政治;社会舆论:政治;政府:政治;社会舆论:政治
28049,通过,NA
28050,通过,NA
28051,拒绝,公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治;政治:政治
28052,拒绝,政府:政治;监管局:政治;监管局:政治
28053,拒绝,人民法院:政治
28054,拒绝,政府:政治
28055,通过,NA
28056,通过,NA
28057,拒绝,政府:政治;政府:政治
28058,拒绝,市政府:政治
28059,拒绝,政府:政治;政府:政治
28060,拒绝,人权:政治;集中营:政治;纳粹:政治
28061,拒绝,政治:政治;民主:政治
28062,通过,NA
28063,拒绝,民主协商:政治
28064,拒绝,习近平:政治
28065,通过,NA
28066,通过,NA
28067,拒绝,滚蛋:谩骂;陪睡:色情;舔:色情
28068,拒绝,滚蛋:谩骂;陪睡:色情;舔:色情
28069,拒绝,滚蛋:谩骂;维权:政治
28070,通过,NA
28071,通过,NA
28072,通过,NA
28073,拒绝,警服:暴恐违禁
28074,拒绝,政府:政治
28075,拒绝,中共:政治;中共:政治
28076,拒绝,中国共产党:政治;中国共产党:政治;中国共产党:政治;被日:色情
28077,通过,NA
28078,通过,NA
28079,拒绝,习近平:政治
28080,拒绝,解放军:政治
28081,拒绝,政府:政治;政府:政治
28082,拒绝,政府:政治;政府:政治
28083,拒绝,政治素质:政治
28084,通过,NA
28085,通过,NA
28086,拒绝,党和政府:政治;政治:政治;腐败:政治;反腐:政治
28087,拒绝,派出所:政治;法院:政治
28088,拒绝,政府:政治;政府:政治;政府:政治;政府:政治
28089,通过,NA
28090,拒绝,性:色情;共产:政治
28091,通过,NA
28092,拒绝,政府:政治;政府:政治
28093,通过,NA
28094,通过,NA
28095,拒绝,政府:政治;政府:政治;政府:政治;政府:政治;政府:政治
28096,拒绝,性学:色情
28097,拒绝,政府:政治
28098,拒绝,毛泽东:政治;中华人民共和国:政治;中国共产党:政治;领导人:政治;毛泽东:政治;刘少奇:政治;中华人民共和国:政治;领导人:政治;中国共产党:政治;刘少奇:政治;毛泽东:政治;贺龙:政治;政治家:政治;胡耀邦:政治;中华人民共和国:政治;主席:政治;中国共产党中央委员会:政治;总书记:政治;政治家:政治;书记:政治;领导人:政治;毛泽东:政治;毛泽东:政治;政府:政治
28099,拒绝,政府:政治;政府:政治;政府:政治;政府:政治
28100,拒绝,教育部:政治
28101,拒绝,发情:色情
28102,通过,NA
28103,通过,NA
28104,拒绝,政府:政治;政府:政治
28105,拒绝,政府:政治
28106,拒绝,政府:政治
28107,拒绝,习近平:政治
28108,拒绝,共产主义:政治
28109,通过,NA
28110,拒绝,中国政府:政治
28111,拒绝,vpn:暴恐违禁;vpn:暴恐违禁
28112,通过,NA
28113,通过,NA
28114,拒绝,维权:政治;舆论:政治
28115,通过,NA
28116,通过,NA
28117,拒绝,政治觉悟:政治;政治觉悟:政治;政治觉悟:政治;马列主义:政治;毛泽东思想:政治;邓小平理论:政治;三个代表:政治;科学发展观:政治;习近平:政治;中国特色:政治;社会主义:政治;习近平:政治;中国特色:政治;社会主义:政治;共产党员:政治;性:色情;社会主义:政治;政治觉悟:政治;习中央:政治
28118,拒绝,政府:政治
28119,通过,NA
28120,通过,NA
28121,通过,NA
28122,拒绝,舆论:政治;政府:政治;政府:政治
28123,拒绝,国务院办公厅:政治;网信办:政治;国务院:政治;中共中央:政治;国务院:政治;建设部:政治;公安部:政治
28124,拒绝,建设部:政治;建设部:政治
28125,通过,NA
28126,拒绝,中国特色:政治;社会主义:政治;社会主义:政治;康生:政治
28127,拒绝,中华人民共和国:政治;中华人民共和国:政治;中华人民共和国:政治
28128,拒绝,中华人民共和国教育部:政治
28129,通过,NA
28130,拒绝,地方政府:政治;当地政府:政治;农业部:政治
28131,通过,NA
28132,拒绝,政治:政治;广大党员:政治;政治:政治;党员干部:政治;领导人:政治;政治:政治;党员:政治;政治:政治
28133,通过,NA
28134,通过,NA
28135,通过,NA
28136,拒绝,法院:政治
28137,拒绝,公安机关:政治
28138,拒绝,政府:政治;政府:政治;政府:政治;政府:政治
28139,拒绝,警服:暴恐违禁
28140,拒绝,入党申请书:政治;党员:政治;共产党员:政治;共产党员:政治;毛泽东思想:政治;邓小平理论:政治;政治:政治;共产主义:政治;党员:政治;共产党员:政治;安全委:政治
28141,拒绝,政府:政治
28142,拒绝,政府:政治;政府:政治
28143,拒绝,习近平:政治;中国特色:政治;社会主义:政治;法论:政治
28144,拒绝,人民法院:政治;人民法院:政治
28145,拒绝,省委书记:政治
28146,拒绝,政治:政治;民主:政治;人权:政治;政治:政治
28147,拒绝,做爱:色情
28148,拒绝,政府:政治;警察:暴恐违禁;政府:政治;政府:政治;政府:政治
28149,拒绝,vpn:暴恐违禁
28150,通过,NA
28151,拒绝,人大常委会:政治;地方政府:政治
28152,拒绝,中出:色情
28153,通过,NA
28154,拒绝,政治家:政治
28155,拒绝,政治:政治;政治:政治;政治:政治;政府:政治;政治性:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;民主:政治;政治:政治;政治:政治
28156,拒绝,中华人民共和国:政治
28157,拒绝,政府:政治
28158,拒绝,性:色情;性:色情
28159,拒绝,政府:政治
28160,拒绝,二十大:政治;党中央:政治;国务院:政治;法论:政治;法论:政治;法论:政治
28161,通过,NA
28162,通过,NA
28163,拒绝,毒品:暴恐违禁;毒品:暴恐违禁
28164,通过,NA
28165,通过,NA
28166,拒绝,广东政府:政治;政府:政治
28167,拒绝,中国共产党:政治;中国共产党:政治
28168,通过,NA
28169,拒绝,党员干部:政治
28170,通过,NA
28171,拒绝,性生活:色情;性生活:色情;性行为:色情
28172,拒绝,上海市政府:政治;性交:色情
28173,拒绝,维权:政治
28174,通过,NA
28175,通过,NA
28176,通过,NA
28177,拒绝,当地政府:政治
28178,拒绝,公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治;政治:政治;公务员:政治
28179,通过,NA
28180,通过,NA
28181,通过,NA
28182,拒绝,回族:政治
28183,拒绝,政府:政治;政府:政治;政府:政治
28184,拒绝,警察:暴恐违禁;警察:暴恐违禁;警察:暴恐违禁;警察:暴恐违禁;警察:暴恐违禁;警察:暴恐违禁;警察:暴恐违禁;警察:暴恐违禁
28185,拒绝,政府:政治;政府:政治;政府:政治;交警:暴恐违禁;政府:政治
28186,通过,NA
28187,通过,NA
28188,拒绝,插入:色情;插入:色情;插入:色情
28189,拒绝,islam:政治
28190,通过,NA
28191,通过,NA
28192,拒绝,政府:政治
28193,通过,NA
28194,通过,NA
28195,通过,NA
28196,拒绝,当地政府:政治;当地政府:政治
28197,拒绝,中央政府:政治;党员干部:政治;党员干部:政治;党员干部:政治;中央政府:政治;党员干部:政治;党员干部:政治;党员干部:政治;党员干部:政治;党员干部:政治;科学发展观:政治;政治:政治;党和政府:政治;党员干部:政治;党员:政治;政治:政治;腐败:政治
